PrimaryKey,ShadedRegionID,ComponentID,ComponentStrokes,StrokesRemaining,Kanji,KanjiID,Occurrences,TotalStrokes
1.人,1,1,2,0,人,15,2,2
1.化,1,1,2,2,化,414,2,4
1.仏,1,1,2,2,仏,416,2,4
1.仁,1,1,2,2,仁,1879,1,4
1.仕,1,1,2,3,仕,236,1,5
1.付,1,1,2,3,付,365,2,5
1.代,1,1,2,3,代,413,1,5
1.他,1,1,2,3,他,415,2,5
1.仙,1,1,2,3,仙,1880,1,5
1.休,1,1,2,4,休,138,1,6
1.伝,1,1,2,4,伝,278,1,6
1.件,1,1,2,4,件,482,1,6
1.任,1,1,2,4,任,639,1,6
1.仰,1,1,2,4,仰,1134,1,6
1.仮,1,1,2,4,仮,1141,2,6
1.仲,1,1,2,4,仲,1169,1,6
1.伏,1,1,2,4,伏,1421,1,6
1.伐,1,1,2,4,伐,1422,2,6
1.伎,1,1,2,4,伎,2127,1,6
1.何,1,1,2,5,何,80,1,7
1.低,1,1,2,5,低,108,1,7
1.作,1,1,2,5,作,137,2,7
1.住,1,1,2,5,住,141,2,7
1.体,1,1,2,5,体,165,1,7
1.位,1,1,2,5,位,417,1,7
1.佐,1,1,2,5,佐,1002,1,7
1.似,1,1,2,5,似,1172,1,7
1.伺,1,1,2,5,伺,1245,2,7
1.伸,1,1,2,5,伸,1246,2,7
1.伴,1,1,2,5,伴,1423,1,7
1.伯,1,1,2,5,伯,1877,1,7
1.但,1,1,2,5,但,1921,1,7
1.使,1,1,2,6,使,199,1,8
1.供,1,1,2,6,供,418,1,8
1.価,1,1,2,6,価,425,1,8
1.例,1,1,2,6,例,811,1,8
1.依,1,1,2,6,依,890,1,8
1.併,1,1,2,6,併,1250,1,8
1.侮,1,1,2,6,侮,1801,2,8
1.侍,1,1,2,6,侍,1878,2,8
1.佳,1,1,2,6,佳,1928,1,8
1.便,1,1,2,7,便,227,1,9
1.係,1,1,2,7,係,447,1,9
1.信,1,1,2,7,信,640,1,9
1.保,1,1,2,7,保,665,1,9
1.促,1,1,2,7,促,1170,1,9
1.俗,1,1,2,7,俗,1243,2,9
1.侵,1,1,2,7,侵,1244,1,9
1.俊,1,1,2,7,俊,1424,1,9
1.侯,1,1,2,7,侯,1876,1,9
1.侶,1,1,2,7,侶,2123,1,9
1.倍,1,1,2,8,倍,158,2,10
1.借,1,1,2,8,借,182,2,10
1.倒,1,1,2,8,倒,225,1,10
1.値,1,1,2,8,値,426,2,10
1.個,1,1,2,8,個,469,1,10
1.停,1,1,2,9,停,481,1,11
1.倫,1,1,2,8,倫,497,2,10
1.側,1,1,2,9,側,809,1,11
1.俳,1,1,2,8,俳,1167,2,10
1.候,1,1,2,8,候,1174,1,10
1.修,1,1,2,8,修,1175,1,10
1.倣,1,1,2,8,倣,1247,1,10
1.倹,1,1,2,8,倹,1425,2,10
1.俵,1,1,2,8,俵,1426,1,10
1.俸,1,1,2,8,俸,1427,1,10
1.俺,1,1,2,8,俺,2062,1,10
1.健,1,1,2,9,健,1053,1,11
1.偏,1,1,2,9,偏,1176,2,11
1.偶,1,1,2,9,偶,1240,1,11
1.偽,1,1,2,9,偽,1428,1,11
1.偵,1,1,2,9,偵,1765,1,11
1.備,1,1,2,10,備,613,1,12
1.偉,1,1,2,10,偉,1242,2,12
1.傍,1,1,2,10,傍,1429,1,12
1.働,1,1,2,11,働,192,1,13
1.傷,1,1,2,11,傷,835,1,13
1.傾,1,1,2,11,傾,1173,1,13
1.催,1,1,2,11,催,1248,1,13
1.債,1,1,2,11,債,1249,2,13
1.僧,1,1,2,11,僧,1430,2,13
1.傑,1,1,2,11,傑,1431,1,13
1.傲,1,1,2,11,傲,2063,1,13
1.僅,1,1,2,11,僅,2114,1,13
1.像,1,1,2,12,像,940,1,14
1.僚,1,1,2,12,僚,1182,1,14
1.僕,1,1,2,12,僕,1241,1,14
1.億,1,1,2,13,億,650,1,15
1.儀,1,1,2,13,儀,936,2,15
1.儒,1,1,2,14,儒,1891,1,16
1.償,1,1,2,15,償,712,1,17
1.優,1,1,2,15,優,1168,1,17
2.次,1,2,2,4,次,660,2,6
2.冷,1,2,2,5,冷,662,2,7
2.冶,1,2,2,5,冶,2081,1,7
2.凍,1,2,2,8,凍,1094,1,10
2.准,1,2,2,8,准,1635,2,10
2.凄,1,2,2,8,凄,2066,1,10
2.凝,1,2,2,14,凝,1790,1,16
3.十,1,3,2,0,十,10,2,2
3.協,1,3,2,6,協,444,1,8
3.博,1,3,2,10,博,798,1,12
4.口,1,4,3,0,口,167,2,3
4.𠮟,1,4,3,2,𠮟,2097,1,5
4.吸,1,4,3,3,吸,272,2,6
4.叫,1,4,3,3,叫,1291,1,6
4.吐,1,4,3,3,吐,1432,1,6
4.吹,1,4,3,4,吹,259,1,7
4.吟,1,4,3,4,吟,1904,1,7
4.呼,1,4,3,5,呼,197,1,8
4.味,1,4,3,5,味,311,1,8
4.呪,1,4,3,5,呪,2099,1,8
4.咲,1,4,3,6,咲,261,1,9
4.咽,1,4,3,6,咽,1985,1,9
4.唆,1,4,3,7,唆,1433,1,10
4.哺,1,4,3,7,哺,2001,1,10
4.唄,1,4,3,7,唄,2128,1,10
4.喝,1,4,3,8,喝,1434,1,11
4.唯,1,4,3,8,唯,1636,2,11
4.唱,1,4,3,8,唱,1809,1,11
4.唾,1,4,3,8,唾,1984,1,11
4.喫,1,4,3,9,喫,752,1,12
4.喚,1,4,3,9,喚,1435,1,12
4.喉,1,4,3,9,喉,1986,1,12
4.喩,1,4,3,9,喩,2132,1,12
4.嘆,1,4,3,10,嘆,1436,1,13
4.嗅,1,4,3,10,嗅,2055,1,13
4.鳴,1,4,3,11,鳴,487,2,14
4.嘱,1,4,3,12,嘱,1437,1,15
4.噴,1,4,3,12,噴,1633,1,15
4.嘲,1,4,3,12,嘲,2095,1,15
4.嚇,1,4,3,14,嚇,1923,1,17
5.土,1,5,3,0,土,22,2,3
5.地,1,5,3,3,地,146,2,6
5.坂,1,5,3,4,坂,605,2,7
5.坊,1,5,3,4,坊,782,2,7
5.均,1,5,3,4,均,1014,1,7
5.坑,1,5,3,4,坑,1925,2,7
5.坪,1,5,3,5,坪,1913,1,8
5.城,1,5,3,6,城,942,1,9
5.垣,1,5,3,6,垣,1784,1,9
5.埋,1,5,3,7,埋,1261,1,10
5.域,1,5,3,8,域,1072,1,11
5.堀,1,5,3,8,堀,1260,1,11
5.培,1,5,3,8,培,1640,2,11
5.埼,1,5,3,8,埼,1945,1,11
5.堆,1,5,3,8,堆,2014,1,11
5.場,1,5,3,9,場,335,2,12
5.塔,1,5,3,9,塔,1438,1,12
5.塀,1,5,3,9,塀,1439,1,12
5.堪,1,5,3,9,堪,1758,1,12
5.堤,1,5,3,9,堤,1852,1,12
5.塚,1,5,3,9,塚,1889,1,12
5.塩,1,5,3,10,塩,924,1,13
5.塊,1,5,3,10,塊,1753,2,13
5.塡,1,5,3,10,塡,2084,1,13
5.増,1,5,3,11,増,429,2,14
5.境,1,5,3,11,境,1036,1,14
5.墳,1,5,3,12,墳,1888,1,15
5.壊,1,5,3,13,壊,1038,1,16
5.壇,1,5,3,13,壇,1440,1,16
5.壌,1,5,3,13,壌,1650,1,16
6.外,1,6,3,2,外,150,1,5
7.女,1,7,3,0,女,68,2,3
7.奴,1,7,3,2,奴,1871,1,5
7.好,1,7,3,3,好,244,1,6
7.如,1,7,3,3,如,1441,1,6
7.妃,1,7,3,3,妃,1869,2,6
7.妨,1,7,3,4,妨,784,2,7
7.妙,1,7,3,4,妙,1150,2,7
7.妊,1,7,3,4,妊,1330,1,7
7.妖,1,7,3,4,妖,2071,1,7
7.姉,1,7,3,5,姉,77,1,8
7.妹,1,7,3,5,妹,78,1,8
7.始,1,7,3,5,始,129,2,8
7.姓,1,7,3,5,姓,598,2,8
7.妬,1,7,3,5,妬,2092,1,8
7.姻,1,7,3,6,姻,1442,1,9
7.娘,1,7,3,7,娘,601,1,10
7.娯,1,7,3,7,娯,1329,1,10
7.娠,1,7,3,7,娠,1331,2,10
7.姫,1,7,3,7,姫,1868,1,10
7.婚,1,7,3,8,婚,303,1,11
7.婦,1,7,3,8,婦,597,2,11
7.婿,1,7,3,9,婿,600,1,12
7.媒,1,7,3,9,媒,1760,1,12
7.媛,1,7,3,9,媛,1950,1,12
7.嫁,1,7,3,10,嫁,599,1,13
7.嫌,1,7,3,10,嫌,1325,1,13
7.嫉,1,7,3,10,嫉,2091,1,13
7.嫡,1,7,3,11,嫡,1870,2,14
7.嬢,1,7,3,13,嬢,1649,1,16
8.子,1,8,3,0,子,69,2,3
8.孔,1,8,3,1,孔,1881,2,4
8.孤,1,8,3,6,孤,1381,1,9
8.孫,1,8,3,7,孫,448,1,10
9.山,1,9,3,0,山,100,2,3
9.岐,1,9,3,4,岐,1443,2,7
9.岬,1,9,3,5,岬,1850,1,8
9.峡,1,9,3,6,峡,1294,1,9
9.峠,1,9,3,6,峠,1849,1,9
9.峰,1,9,3,7,峰,1848,1,10
9.崎,1,9,3,8,崎,1293,1,11
10.川,1,10,3,0,川,101,2,3
10.順,1,10,3,9,順,952,2,12
11.工,1,11,3,0,工,379,2,3
11.功,1,11,3,2,功,378,2,5
11.巧,1,11,3,2,巧,1786,1,5
11.攻,1,11,3,4,攻,1040,2,7
11.項,1,11,3,9,項,1222,2,12
12.巾,1,12,3,0,巾,2021,2,3
12.帆,1,12,3,3,帆,1444,1,6
12.帳,1,12,3,8,帳,1184,2,11
12.幅,1,12,3,9,幅,897,1,12
12.帽,1,12,3,9,帽,1279,1,12
13.幻,1,13,3,1,幻,1814,1,4
13.幼,1,13,3,2,幼,1099,2,5
14.弓,1,14,3,0,弓,592,2,3
14.引,1,14,3,1,引,257,1,4
14.弦,1,14,3,5,弦,1446,1,8
14.弥,1,14,3,5,弥,1953,1,8
14.弧,1,14,3,6,弧,1447,1,9
14.弱,1,14,3,7,弱,112,1,10
14.強,1,14,3,8,強,111,1,11
14.張,1,14,3,8,張,1185,2,11
14.弾,1,14,3,9,弾,590,2,12
15.行,1,15,3,3,行,58,2,6
15.役,1,15,3,4,役,609,2,7
15.往,1,15,3,5,往,520,2,8
15.彼,1,15,3,5,彼,1146,2,8
15.征,1,15,3,5,征,1389,1,8
15.径,1,15,3,5,径,1448,2,8
15.後,1,15,3,6,後,30,1,9
15.待,1,15,3,6,待,195,2,9
15.律,1,15,3,6,律,519,2,9
15.徒,1,15,3,7,徒,641,1,10
15.従,1,15,3,7,従,642,1,10
15.徐,1,15,3,7,徐,1390,2,10
15.術,1,15,3,8,術,370,2,11
15.得,1,15,3,8,得,643,1,11
15.街,1,15,3,9,街,371,2,12
15.復,1,15,3,9,復,521,2,12
15.御,1,15,3,9,御,919,1,12
15.循,1,15,3,9,循,1387,1,12
15.微,1,15,3,10,微,1149,1,13
15.徳,1,15,3,11,徳,644,1,14
15.徴,1,15,3,11,徴,1148,1,14
15.徹,1,15,3,12,徹,1147,1,15
15.衝,1,15,3,12,衝,1388,2,15
15.衛,1,15,3,13,衛,780,2,16
15.衡,1,15,3,13,衡,1449,2,16
16.忙,1,16,3,3,忙,126,1,6
16.快,1,16,3,4,快,656,1,7
16.性,1,16,3,5,性,421,2,8
16.怪,1,16,3,5,怪,1450,1,8
16.怖,1,16,3,5,怖,1451,1,8
16.悔,1,16,3,6,悔,1219,2,9
16.恨,1,16,3,6,恨,1452,2,9
16.恒,1,16,3,6,恒,1785,1,9
16.悩,1,16,3,7,悩,1110,1,10
16.悦,1,16,3,7,悦,1453,2,10
16.悟,1,16,3,7,悟,1454,1,10
16.情,1,16,3,8,情,654,2,11
16.惜,1,16,3,8,惜,1455,2,11
16.悼,1,16,3,8,悼,1456,1,11
16.惨,1,16,3,8,惨,1457,1,11
16.惧,1,16,3,8,惧,2093,1,11
16.愉,1,16,3,9,愉,1458,2,12
16.慌,1,16,3,9,慌,1459,1,12
16.惰,1,16,3,9,惰,1460,2,12
16.慎,1,16,3,10,慎,1220,1,13
16.慨,1,16,3,10,慨,1461,1,13
16.慄,1,16,3,10,慄,2116,1,13
16.慢,1,16,3,11,慢,653,1,14
16.慣,1,16,3,11,慣,655,1,14
16.憎,1,16,3,11,憎,1462,2,14
16.憤,1,16,3,12,憤,1634,1,15
16.憧,1,16,3,12,憧,2076,1,15
16.憬,1,16,3,12,憬,2077,1,15
16.憶,1,16,3,13,憶,651,1,16
16.懐,1,16,3,13,懐,1463,1,16
16.憾,1,16,3,13,憾,1464,1,16
17.払,1,17,3,2,払,189,2,5
17.打,1,17,3,2,打,771,2,5
17.扱,1,17,3,3,扱,1266,2,6
17.投,1,17,3,4,投,282,2,7
17.技,1,17,3,4,技,369,2,7
17.抗,1,17,3,4,抗,747,2,7
17.択,1,17,3,4,択,764,2,7
17.抜,1,17,3,4,抜,769,1,7
17.折,1,17,3,4,折,772,2,7
17.批,1,17,3,4,批,1051,1,7
17.抑,1,17,3,4,抑,1264,1,7
17.抄,1,17,3,4,抄,1465,2,7
17.扶,1,17,3,4,扶,1466,1,7
17.把,1,17,3,4,把,1467,1,7
17.押,1,17,3,5,押,256,1,8
17.招,1,17,3,5,招,696,2,8
17.抵,1,17,3,5,抵,746,1,8
17.拝,1,17,3,5,拝,766,1,8
17.拡,1,17,3,5,拡,768,1,8
17.拒,1,17,3,5,拒,1005,1,8
17.抱,1,17,3,5,抱,1012,2,8
17.担,1,17,3,5,担,1050,1,8
17.拠,1,17,3,5,拠,1213,1,8
17.抽,1,17,3,5,抽,1254,2,8
17.拍,1,17,3,5,拍,1255,2,8
17.拓,1,17,3,5,拓,1263,1,8
17.拐,1,17,3,5,拐,1265,1,8
17.披,1,17,3,5,披,1468,1,8
17.拘,1,17,3,5,拘,1469,1,8
17.拙,1,17,3,5,拙,1470,1,8
17.抹,1,17,3,5,抹,1471,1,8
17.拉,1,17,3,5,拉,2057,1,8
17.持,1,17,3,6,持,142,2,9
17.拾,1,17,3,6,拾,273,1,9
17.指,1,17,3,6,指,775,1,9
17.挑,1,17,3,6,挑,1268,2,9
17.括,1,17,3,6,括,1472,2,9
17.挟,1,17,3,6,挟,1473,1,9
17.拷,1,17,3,6,拷,1474,1,9
17.拶,1,17,3,6,拶,2034,1,9
17.拭,1,17,3,6,拭,2078,1,9
17.振,1,17,3,7,振,770,2,10
17.捕,1,17,3,7,捕,1049,2,10
17.捜,1,17,3,7,捜,1475,1,10
17.挿,1,17,3,7,挿,1478,1,10
17.挫,1,17,3,7,挫,1981,1,10
17.挨,1,17,3,7,挨,2033,1,10
17.捉,1,17,3,7,捉,2080,1,10
17.捗,1,17,3,7,捗,2088,1,10
17.捨,1,17,3,8,捨,285,1,11
17.授,1,17,3,8,授,312,1,11
17.接,1,17,3,8,接,748,1,11
17.描,1,17,3,8,描,765,1,11
17.採,1,17,3,8,採,773,1,11
17.掃,1,17,3,8,掃,957,1,11
17.推,1,17,3,8,推,1009,2,11
17.掲,1,17,3,8,掲,1011,1,11
17.探,1,17,3,8,探,1258,1,11
17.掘,1,17,3,8,掘,1259,1,11
17.排,1,17,3,8,排,1262,2,11
17.措,1,17,3,8,措,1476,2,11
17.掛,1,17,3,8,掛,1477,1,11
17.控,1,17,3,8,控,1479,1,11
17.据,1,17,3,8,据,1480,1,11
17.捻,1,17,3,8,捻,1980,1,11
17.換,1,17,3,9,換,749,1,12
17.提,1,17,3,9,提,767,1,12
17.揮,1,17,3,9,揮,776,2,12
17.握,1,17,3,9,握,1257,1,12
17.援,1,17,3,9,援,1270,1,12
17.揚,1,17,3,9,揚,1481,2,12
17.搭,1,17,3,9,搭,1483,1,12
17.揺,1,17,3,9,揺,1789,1,12
17.損,1,17,3,10,損,396,1,13
17.摂,1,17,3,10,摂,1482,1,13
17.搾,1,17,3,10,搾,1484,1,13
17.携,1,17,3,10,携,1486,1,13
17.搬,1,17,3,10,搬,1487,1,13
17.摘,1,17,3,11,摘,1256,2,14
17.撮,1,17,3,12,撮,1267,1,15
17.撤,1,17,3,12,撤,1488,1,15
17.撲,1,17,3,12,撲,1489,1,15
17.操,1,17,3,13,操,1485,2,16
17.擁,1,17,3,13,擁,1490,1,16
17.擦,1,17,3,14,擦,1416,1,17
17.擬,1,17,3,14,擬,1791,1,17
18.汁,1,18,3,2,汁,1399,2,5
18.氾,1,18,3,2,氾,2086,1,5
18.池,1,18,3,3,池,452,2,6
18.汗,1,18,3,3,汗,507,2,6
18.江,1,18,3,3,江,905,1,6
18.汚,1,18,3,3,汚,907,1,6
18.汎,1,18,3,3,汎,2106,1,6
18.決,1,18,3,4,決,277,1,7
18.沖,1,18,3,4,沖,912,1,7
18.沈,1,18,3,4,沈,1129,1,7
18.没,1,18,3,4,没,1130,1,7
18.沢,1,18,3,4,沢,1395,2,7
18.汽,1,18,3,4,汽,1491,1,7
18.沃,1,18,3,4,沃,2016,1,7
18.沙,1,18,3,4,沙,2035,1,7
18.汰,1,18,3,4,汰,2036,1,7
18.泳,1,18,3,5,泳,193,1,8
18.泊,1,18,3,5,泊,207,2,8
18.泣,1,18,3,5,泣,252,1,8
18.注,1,18,3,5,注,290,2,8
18.法,1,18,3,5,法,518,1,8
18.治,1,18,3,5,治,531,2,8
18.油,1,18,3,5,油,624,2,8
18.波,1,18,3,5,波,913,2,8
18.況,1,18,3,5,況,1017,1,8
18.河,1,18,3,5,河,1127,1,8
18.沿,1,18,3,5,沿,1128,2,8
18.泌,1,18,3,5,泌,1492,1,8
18.泥,1,18,3,5,泥,1493,1,8
18.沸,1,18,3,5,沸,1494,1,8
18.泡,1,18,3,5,泡,1629,2,8
18.沼,1,18,3,5,沼,1842,1,8
18.浅,1,18,3,6,浅,122,2,9
18.洗,1,18,3,6,洗,198,1,9
18.海,1,18,3,6,海,454,2,9
18.活,1,18,3,6,活,517,2,9
18.洋,1,18,3,6,洋,917,2,9
18.派,1,18,3,6,派,1191,1,9
18.洪,1,18,3,6,洪,1396,1,9
18.津,1,18,3,6,津,1397,2,9
18.浄,1,18,3,6,浄,1495,1,9
18.洞,1,18,3,6,洞,1844,1,9
18.酒,1,18,3,7,酒,144,1,10
18.消,1,18,3,7,消,219,1,10
18.流,1,18,3,7,流,279,1,10
18.浮,1,18,3,7,浮,820,1,10
18.浜,1,18,3,7,浜,911,1,10
18.涙,1,18,3,7,涙,1081,1,10
18.浴,1,18,3,7,浴,1126,2,10
18.浪,1,18,3,7,浪,1398,1,10
18.浸,1,18,3,7,浸,1496,1,10
18.浦,1,18,3,7,浦,1846,2,10
18.深,1,18,3,8,深,121,1,11
18.涼,1,18,3,8,涼,340,1,11
18.渉,1,18,3,8,渉,505,1,11
18.済,1,18,3,8,済,516,1,11
18.清,1,18,3,8,清,754,2,11
18.混,1,18,3,8,混,837,1,11
18.液,1,18,3,8,液,906,1,11
18.添,1,18,3,8,添,1131,1,11
18.渇,1,18,3,8,渇,1394,1,11
18.渋,1,18,3,8,渋,1400,1,11
18.淡,1,18,3,8,淡,1401,1,11
18.涯,1,18,3,8,涯,1497,1,11
18.淑,1,18,3,8,淑,1767,1,11
18.渓,1,18,3,8,渓,1843,1,11
18.淫,1,18,3,8,淫,2069,1,11
18.渡,1,18,3,9,渡,205,1,12
18.減,1,18,3,9,減,430,2,12
18.湖,1,18,3,9,湖,453,1,12
18.満,1,18,3,9,満,555,1,12
18.測,1,18,3,9,測,810,1,12
18.湯,1,18,3,9,湯,836,2,12
18.湿,1,18,3,9,湿,838,1,12
18.温,1,18,3,9,温,839,1,12
18.港,1,18,3,9,港,909,1,12
18.湾,1,18,3,9,湾,910,1,12
18.渦,1,18,3,9,渦,1498,1,12
18.滋,1,18,3,9,滋,1776,1,12
18.湧,1,18,3,9,湧,2015,1,12
18.漢,1,18,3,10,漢,527,1,13
18.源,1,18,3,10,源,854,1,13
18.漠,1,18,3,10,漠,1159,1,13
18.滑,1,18,3,10,滑,1392,1,13
18.滞,1,18,3,10,滞,1402,1,13
18.溝,1,18,3,10,溝,1499,2,13
18.滅,1,18,3,10,滅,1500,1,13
18.溶,1,18,3,10,溶,1501,1,13
18.滝,1,18,3,10,滝,1841,1,13
18.溺,1,18,3,10,溺,2048,1,13
18.演,1,18,3,11,演,616,1,14
18.漫,1,18,3,11,漫,652,1,14
18.漁,1,18,3,11,漁,914,1,14
18.漏,1,18,3,11,漏,1502,1,14
18.漸,1,18,3,11,漸,1503,2,14
18.滴,1,18,3,11,滴,1504,2,14
18.漆,1,18,3,11,漆,1505,1,14
18.漬,1,18,3,11,漬,1506,2,14
18.漂,1,18,3,11,漂,1507,1,14
18.潔,1,18,3,12,潔,753,1,15
18.潜,1,18,3,12,潜,1393,1,15
18.潮,1,18,3,12,潮,1508,1,15
18.潤,1,18,3,12,潤,1509,1,15
18.澄,1,18,3,12,澄,1510,1,15
18.潟,1,18,3,12,潟,1847,1,15
18.潰,1,18,3,12,潰,1995,1,15
18.濃,1,18,3,13,濃,627,1,16
18.激,1,18,3,13,激,1039,1,16
18.濁,1,18,3,13,濁,1511,1,16
18.濯,1,18,3,14,濯,301,1,17
18.濫,1,18,3,15,濫,1512,1,18
18.瀬,1,18,3,16,瀬,1845,1,19
19.壮,1,19,3,3,壮,1445,1,6
19.状,1,19,3,4,状,829,2,7
19.将,1,19,3,7,将,830,1,10
20.犯,1,20,3,2,犯,1046,1,5
20.狂,1,20,3,4,狂,1513,1,7
20.狙,1,20,3,5,狙,2056,1,8
20.独,1,20,3,6,独,559,2,9
20.狭,1,20,3,6,狭,560,1,9
20.狩,1,20,3,6,狩,1514,1,9
20.猫,1,20,3,8,猫,1410,1,11
20.猟,1,20,3,8,猟,1515,1,11
20.猛,1,20,3,8,猛,1516,1,11
20.猶,1,20,3,9,猶,1517,1,12
20.猿,1,20,3,10,猿,1865,1,13
20.獄,1,20,3,11,獄,1518,2,14
20.獲,1,20,3,13,獲,1408,2,16
21.防,1,21,3,4,防,781,2,7
21.阪,1,21,3,4,阪,1948,2,7
21.阻,1,21,3,5,阻,1519,2,8
21.附,1,21,3,5,附,1520,1,8
21.限,1,21,3,6,限,975,2,9
21.降,1,21,3,7,降,136,1,10
21.院,1,21,3,7,院,230,1,10
21.除,1,21,3,7,除,958,2,10
21.陛,1,21,3,7,陛,1521,1,10
21.陥,1,21,3,7,陥,1522,1,10
21.陣,1,21,3,7,陣,1523,1,10
21.険,1,21,3,8,険,790,2,11
21.陸,1,21,3,8,陸,833,1,11
21.陳,1,21,3,8,陳,1524,1,11
21.陰,1,21,3,8,陰,1525,1,11
21.陶,1,21,3,8,陶,1526,1,11
21.陪,1,21,3,8,陪,1641,2,11
21.陵,1,21,3,8,陵,1886,1,11
21.隆,1,21,3,8,隆,1924,1,11
21.階,1,21,3,9,階,607,1,12
21.隊,1,21,3,9,隊,779,1,12
21.陽,1,21,3,9,陽,834,2,12
21.隅,1,21,3,9,隅,1239,1,12
21.随,1,21,3,9,随,1792,1,12
21.隔,1,21,3,10,隔,1236,1,13
21.隙,1,21,3,10,隙,2040,1,13
21.際,1,21,3,11,際,474,1,14
21.隣,1,21,3,13,隣,980,1,16
21.障,1,21,3,11,障,1028,1,14
21.隠,1,21,3,11,隠,1235,1,14
22.方,1,22,4,0,方,43,4,4
22.放,1,22,4,4,放,723,2,8
22.施,1,22,4,5,施,612,1,9
22.旅,1,22,4,6,旅,153,1,10
22.族,1,22,4,7,族,322,1,11
22.旋,1,22,4,7,旋,1527,1,11
22.旗,1,22,4,10,旗,1528,1,14
23.日,1,23,4,0,日,16,2,4
23.明,1,23,4,4,明,106,2,8
23.旺,1,23,4,4,旺,2068,1,8
23.映,1,23,4,5,映,234,1,9
23.昨,1,23,4,5,昨,621,2,9
23.昭,1,23,4,5,昭,867,2,9
23.昧,1,23,4,5,昧,2108,1,9
23.時,1,23,4,6,時,25,2,10
23.晩,1,23,4,8,晩,94,1,12
23.晴,1,23,4,8,晴,281,2,12
23.暁,1,23,4,8,暁,1858,1,12
23.暗,1,23,4,9,暗,107,1,13
23.暖,1,23,4,9,暖,339,1,13
23.暇,1,23,4,9,暇,622,1,13
23.曖,1,23,4,13,曖,2107,1,17
23.曜,1,23,4,14,曜,23,1,18
24.肌,1,24,4,2,肌,1345,3,6
24.肝,1,24,4,3,肝,1107,2,7
24.肘,1,24,4,3,肘,1976,1,7
24.服,1,24,4,4,服,317,2,8
24.肪,1,24,4,4,肪,1351,2,8
24.肥,1,24,4,4,肥,1352,1,8
24.肢,1,24,4,4,肢,1355,2,8
24.股,1,24,4,4,股,1977,1,8
24.肺,1,24,4,5,肺,1343,1,9
24.胆,1,24,4,5,胆,1344,1,9
24.胎,1,24,4,5,胎,1544,2,9
24.胞,1,24,4,5,胞,1630,2,9
24.胸,1,24,4,6,胸,1086,1,10
24.胴,1,24,4,6,胴,1341,1,10
24.脂,1,24,4,6,脂,1350,1,10
24.脈,1,24,4,6,脈,1353,1,10
24.朕,1,24,4,6,朕,1935,1,10
24.脇,1,24,4,6,脇,2041,1,10
24.脱,1,24,4,7,脱,191,2,11
24.豚,1,24,4,7,豚,1089,2,11
24.脳,1,24,4,7,脳,1109,1,11
24.脚,1,24,4,7,脚,1545,1,11
24.勝,1,24,4,8,勝,263,1,12
24.腕,1,24,4,8,腕,1342,1,12
24.腰,1,24,4,9,腰,1087,1,13
24.腹,1,24,4,9,腹,1088,2,13
24.腸,1,24,4,9,腸,1106,2,13
24.腺,1,24,4,9,腺,1989,1,13
24.腫,1,24,4,9,腫,1990,1,13
24.膜,1,24,4,10,膜,1546,1,14
24.膝,1,24,4,11,膝,1978,1,15
24.膨,1,24,4,12,膨,1354,2,16
24.膳,1,24,4,12,膳,1968,1,16
24.謄,1,24,4,13,謄,1934,1,17
24.臆,1,24,4,13,臆,2101,1,17
24.臓,1,24,4,15,臓,1108,1,19
24.騰,1,24,4,16,騰,1547,1,20
25.木,1,25,4,0,木,20,2,4
